datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Gas,28526.6,0.34,False
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Hydro,1203.6,0.01,True
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Multiple Fuels,135.0,0.00,False
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Nuclear,28226.6,0.34,False
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Oil,212.9,0.00,False
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Other,45.6,0.00,False
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Other Renewables,686.3,0.01,True
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Solar,1940.6,0.02,True
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Storage,0.0,0.00,False
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Wind,6440.4,0.08,True
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Coal,15515.0,0.19,False
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Gas,28897.3,0.36,False
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Hydro,826.3,0.01,True
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Multiple Fuels,132.0,0.00,False
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Nuclear,28207.2,0.35,False
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Oil,214.7,0.00,False
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Other,65.8,0.00,False
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Other Renewables,679.9,0.01,True
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Solar,496.4,0.01,True
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Storage,0.0,0.00,False
4/30/2021 11:00:00 AM,4/30/2021 7:00:00 AM,Wind,5399.6,0.07,True
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Coal,15360.5,0.20,False
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Gas,27438.5,0.36,False
4/30/2021 10:00:00 AM,4/30/2021 6:00:00 AM,Hydro,746.0,0.01,True
