datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Other Renewables,729.2,0.01,True
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Solar,1.0,0.00,True
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Storage,0.0,0.00,False
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Wind,5908.5,0.06,True
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Coal,22548.7,0.24,False
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Gas,28742.8,0.31,False
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Hydro,1188.3,0.01,True
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Multiple Fuels,252.1,0.00,False
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Nuclear,33676.3,0.36,False
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Oil,178.1,0.00,False
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Other,61.2,0.00,False
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Other Renewables,727.1,0.01,True
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Solar,0.0,0.00,True
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Storage,0.0,0.00,False
1/31/2021 11:00:00 AM,1/31/2021 6:00:00 AM,Wind,5905.6,0.06,True
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Coal,22215.9,0.24,False
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Gas,27242.4,0.30,False
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Hydro,728.9,0.01,True
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Multiple Fuels,252.1,0.00,False
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Nuclear,33673.9,0.37,False
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Oil,180.7,0.00,False
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Other,60.6,0.00,False
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Other Renewables,726.7,0.01,True
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Solar,0.0,0.00,True
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Storage,0.0,0.00,False
1/31/2021 10:00:00 AM,1/31/2021 5:00:00 AM,Wind,6039.8,0.07,True
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Coal,22236.3,0.24,False
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Gas,26566.4,0.29,False
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Hydro,725.6,0.01,True
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Multiple Fuels,252.1,0.00,False
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Nuclear,33677.4,0.37,False
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Oil,183.3,0.00,False
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Other,61.1,0.00,False
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Other Renewables,730.8,0.01,True
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Solar,0.0,0.00,True
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Storage,0.0,0.00,False
1/31/2021 9:00:00 AM,1/31/2021 4:00:00 AM,Wind,6366.6,0.07,True
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Coal,22563.1,0.24,False
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Gas,27712.7,0.30,False
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Hydro,801.8,0.01,True
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Multiple Fuels,250.9,0.00,False
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Nuclear,33651.1,0.36,False
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Oil,182.3,0.00,False
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Other,61.4,0.00,False
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Other Renewables,717.3,0.01,True
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Solar,0.0,0.00,True
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Storage,0.0,0.00,False
1/31/2021 8:00:00 AM,1/31/2021 3:00:00 AM,Wind,6391.7,0.07,True
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Coal,23059.7,0.25,False
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Gas,27890.1,0.30,False
1/31/2021 7:00:00 AM,1/31/2021 2:00:00 AM,Hydro,886.8,0.01,True
